,Address,Locality,Region,Postal Code,Price,SQFT House,SQFT Lot,Full Baths,Half Baths,Bedrooms,Garage,Master Bath,Cooling,Heating,Elementary School,Middle School,High School,School District,Annual Tax,House Type,Build Year,Updated,Neighborhood,Association Monthly,Schoool District
435,3855 Fairmount Ave,Philadelphia,PA,19104,196000,1728,[],3,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1915,05/16/2020,['West Philadelphia'],[],
436,2501 E Somerset St,Philadelphia,PA,19134,105000,1360,[],[],[],[],[],[],[],[],[],[],[],[],[],Commercial,1925,05/16/2020,['Richmond'],[],
437,2601 Pennsylvania Ave Apt 724,Philadelphia,PA,19130,210000,768,[],1,[''],[],[],[],[],[],[],[],[],[],[],Condo,1950,05/17/2020,['Center City'],[],
438,7225 Rising Sun Ave,Philadelphia,PA,19111,300000,2863,[],[],[],[],[],[],[],[],[],[],[],[],[],Commercial,1950,05/16/2020,['Burholme'],[],
439,1409 N 76th St # 202,Philadelphia,PA,19151,60000,893,[],[],[],[],[],[],[],[],[],[],[],[],[],Condo,1960,05/17/2020,[],[],
440,235 Lyceum Ave,Philadelphia,PA,19128,650000,2574,2542,2,1,3,[],11,['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1296,Multi family,2018,05/15/2020,['Lower Northwest'],['0'],53.0
441,4718 Cross St Lot 12,Philadelphia,PA,19128,1250000,3300,1440,4,1,4,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,461,Single family,2019,05/15/2020,['Lower Northwest'],['0'],53.0
442,1630 S Orkney St,Philadelphia,PA,19148,355000,1576,728,2,[''],3,[],[],['Central A/C'],['Hot Water'],"['Elementary School: ELIZA B', 'Elementary School: ELIZA B']",[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,4089,Multi family,1924,05/15/2020,['South Philadelphia'],['0'],53.0
443,2737 Elbridge St,Philadelphia,PA,19149,166000,1200,2030,1,1,3,[],[],['Central A/C'],['Hot Water'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1879,Multi family,1950,05/16/2020,['North Delaware'],['0'],53.0
444,1835 Gerritt St,Philadelphia,PA,19146,410000,1339,629,3,[''],3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,994,Multi family,2016,05/16/2020,['South Philadelphia'],['0'],53.0
445,443 Cross St,Philadelphia,PA,19147,302800,864,575,1,1,2,[],[],['Central A/C'],['Central Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1538,Multi family,1920,05/15/2020,['South Philadelphia'],['0'],53.0
446,250810 Grays Ferry Ave Unit 4,Philadelphia,PA,19146,675000,1660,2232,3,[''],3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,[],[],2020,[],[],['100'],53.0
447,665 Maris St,Philadelphia,PA,19128,279000,1320,3136,1,1,3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2798,Multi family,1955,05/15/2020,['Roxborough'],['0'],53.0
448,4720 Larchwood Ave,Philadelphia,PA,19143,570000,2000,1535,2,1,4,[],[],['Central A/C'],['Forced Air Heating'],"['Elementary School: LEA HENRY ', 'Elementary School: LEA HENRY']","['Middle School: LEA HENRY ', 'Middle School: LEA HENRY']",[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,4267,Multi family,1925,05/15/2020,['West Philadelphia'],['0'],53.0
449,2068 E Boston St Unit 2,Philadelphia,PA,19125,385000,1326,[],2,1,2,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,770,Condo,2018,05/17/2020,['River Wards'],['125'],53.0
450,3547 Sunnyside Ave,Philadelphia,PA,19129,364000,1620,1599,2,1,3,[],[],['Central A/C'],['Hot Water'],"['Elementary School: THOMAS MIFFLIN SCHOOL ', 'Elementary School: THOMAS MIFFLIN SCHOOL']","['Middle School: THOMAS MIFFLIN SCHOOL ', 'Middle School: THOMAS MIFFLIN SCHOOL']","['High School: ROXBOROUGH ', 'High School: ROXBOROUGH']",School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,3252,Multi family,1920,05/17/2020,['Upper Northwest'],['0'],53.0
451,834 Almond St,Philadelphia,PA,19125,344000,1368,643,1,[''],3,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,4247,Multi family,1920,05/15/2020,['River Wards'],['0'],53.0
452,301 Race St Apt 509,Philadelphia,PA,19106,207000,715,[],1,[''],1,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,3109,Condo,1870,05/17/2020,['Center City'],['327'],53.0
453,5058 McKean Ave,Philadelphia,PA,19144,204000,1714,2063,1,[''],4,[],[],[],['Radiant'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1764,Multi family,1930,05/15/2020,['Upper Northwest'],['0'],53.0
454,3645 Morrell Cir,Philadelphia,PA,19114,229900,1560,1799,1,1,3,[],[],['Central A/C'],['Forced Air Heating'],"['Elementary School: JOHN HANCOCK SCHOOL ', 'Elementary School: JOHN HANCOCK SCHOOL']",[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2678,Multi family,1961,05/16/2020,[],['0'],53.0
455,5338 Ogden St,Philadelphia,PA,19139,32500,700,[],1,[''],2,[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,406,Multi family,1920,05/15/2020,['Haddington'],['0'],53.0
456,9866 Bonner St,Philadelphia,PA,19115,270000,1590,2948,2,1,4,[],11,['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2899,Single family,1958,05/16/2020,['Bustleton'],['0'],53.0
457,2132 S Lambert St,Philadelphia,PA,19145,151000,1316,897,[],[],0,[],[],['Window Unit(s)'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,1534,Multi family,1920,05/15/2020,['South Philadelphia'],['0'],53.0
458,1638 S Bailey St,Philadelphia,PA,19145,50000,[],650,[],[],[],[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,200,Land,[],05/16/2020,['Grays Ferry'],['0'],53.0
459,1640 S Bailey St,Philadelphia,PA,19145,50000,[],657,[],[],[],[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,202,Land,[],05/16/2020,['Grays Ferry'],['0'],53.0
460,1837 S 22nd St,Philadelphia,PA,19145,170000,[],960,[],[],[],[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,353,Land,[],05/15/2020,['South Philadelphia'],['0'],53.0
461,1901 S Sartain St,Philadelphia,PA,19148,75000,924,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/17/2020,['South Philadelphia'],[],
462,119 N Salford St,Philadelphia,PA,19139,50001,1260,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/15/2020,['Haddington'],[],
463,1458 N Peach St,Philadelphia,PA,19131,100000,[],[],[],[],[],[],[],[],[],[],[],[],[],[],Land,[],05/15/2020,[],[],
464,843 N Bambrey St,Philadelphia,PA,19130,310000,1008,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1923,05/15/2020,['Center City'],[],
465,7605 Tabor Ave,Philadelphia,PA,19111,242000,848,[],[],[],[],[],[],[],[],[],[],[],[],[],Single family,1960,05/15/2020,['Burholme'],[],
466,6343 Walker St,Philadelphia,PA,19135,178000,990,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1950,05/15/2020,['North Delaware'],[],
467,3428 Meridian St,Philadelphia,PA,19136,185000,1152,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1955,05/16/2020,['North Delaware'],[],
468,1817 Wylie St # A,Philadelphia,PA,19130,417500,1741,[],2,[''],[],[],[],[],[],[],[],[],[],[],Condo,2015,05/17/2020,[],[],
469,6509 Gesner St,Philadelphia,PA,19142,65000,1044,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/15/2020,['Paschall'],[],
470,1939 Bainbridge St,Philadelphia,PA,19146,455000,1530,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/16/2020,['Center City'],[],
471,6441 Dorel St,Philadelphia,PA,19142,150000,1044,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/15/2020,['Southwest Philadelphia'],[],
472,3140 Birch Rd,Philadelphia,PA,19154,135000,1152,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1965,05/16/2020,['Far Northeast Philadelphia'],[],
473,1165 S 13th St,Philadelphia,PA,19147,642000,1748,[],2,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1915,05/15/2020,['South Philadelphia'],[],
474,7507 Tulpehocken St,Philadelphia,PA,19138,257000,1810,[],2,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1934,05/15/2020,['West Oak Lane'],[],
475,640 W Kingsley St,Philadelphia,PA,19144,495000,2035,[],1,[''],[],[],[],[],[],[],[],[],[],[],Single family,1900,05/15/2020,[],[],
476,1230 N 64th St,Philadelphia,PA,19151,110000,1298,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/16/2020,['West Philadelphia'],[],
477,5246 Saul St # I,Philadelphia,PA,19124,80000,1068,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1940,05/16/2020,['Kensington'],[],
478,5410 Woodbine Ave,Philadelphia,PA,19131,375000,2820,[],[],[],[],[],[],[],[],[],[],[],[],[],Single family,1925,05/15/2020,['West Philadelphia'],[],
479,4201 Rhawn St,Philadelphia,PA,19136,171900,2744,[],[],[],[],[],[],[],[],[],[],[],[],[],Multi family,1947,05/16/2020,['North Delaware'],[],
480,1636 S Bailey St,Philadelphia,PA,19145,50000,[],650,[],[],[],[],[],[],[],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,200,Land,[],05/16/2020,['Grays Ferry'],['0'],53.0
481,3426 Lamar Pl,Philadelphia,PA,19154,278000,1960,2000,2,[''],4,[],[],['Central A/C'],['Forced Air Heating'],[],[],[],School District: THE SCHOOL DISTRICT OF PHILADELPHIA ,2914,Multi family,1962,05/16/2020,['Far Northeast Philadelphia'],['0'],53.0
482,1420 Locust St Apt 11C,Philadelphia,PA,19102,252500,875,[],1,[''],[],[],[],[],[],[],[],[],[],[],Condo,1977,05/17/2020,[],[],
483,3338 Kayford Cir,Philadelphia,PA,19114,150000,1560,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1966,05/16/2020,['Morrell Park'],[],
484,1616 W Ritner St,Philadelphia,PA,19145,230000,1416,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/16/2020,['South Philadelphia'],[],
485,2326 Fernon St,Philadelphia,PA,19145,115000,2012,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1923,05/16/2020,['South Philadelphia'],[],
486,4563 N 15th St,Philadelphia,PA,19140,33000,1698,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1940,05/15/2020,['Logan'],[],
487,7158 N 19th St,Philadelphia,PA,19126,96000,1440,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/15/2020,['West Oak Lane'],[],
488,2061 E Ontario St,Philadelphia,PA,19134,100000,1632,[],[],[],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/15/2020,['Kensington'],[],
489,2344 W Huntingdon St,Philadelphia,PA,19132,45000,1204,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1915,05/15/2020,['Lower North'],[],
490,5825 N Philip St,Philadelphia,PA,19120,105000,1200,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1945,05/16/2020,['Olney'],[],
491,866 Corinthian Ave,Philadelphia,PA,19130,513000,1292,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1935,05/15/2020,['Center City'],[],
492,1224 Alcott St,Philadelphia,PA,19149,160000,1088,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1950,05/16/2020,['Near Northeast Philadelphia'],[],
493,3116 Cedar St,Philadelphia,PA,19134,232000,1088,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1920,05/16/2020,['Richmond'],[],
494,2811 Miller St,Philadelphia,PA,19134,115000,948,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/16/2020,['Richmond'],[],
495,4132 Claridge St,Philadelphia,PA,19124,120000,896,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1925,05/16/2020,['Kensington'],[],
496,4744 N Mascher St,Philadelphia,PA,19120,116000,1204,[],1,[''],[],[],[],[],[],[],[],[],[],[],Multi family,1930,05/15/2020,['Upper North Philadelphia'],[],
497,1025 Harrison St,Philadelphia,PA,19124,65000,2640,[],1,[''],[],[],[],[],[],[],[],[],[],[],Single family,1940,05/16/2020,['Kensington'],[],
498,2256 N Howard St,Philadelphia,PA,19133,60000,[],[],[],[],[],[],[],[],[],[],[],[],[],[],Land,[],05/15/2020,['Lower North'],[],
499,4723 Frankford Ave,Philadelphia,PA,19124,50000,3106,[],[],[],[],[],[],[],[],[],[],[],[],[],Commercial,1930,05/16/2020,['Kensington'],[],
500,1934 N 18th St,Philadelphia,PA,19121,210000,2232,[],[],[],[],[],[],[],[],[],[],[],[],[],Multi family,1915,05/16/2020,['Lower North'],[],
501,541 W Tabor Rd,Philadelphia,PA,19120,92000,1680,[],[],[],[],[],[],[],[],[],[],[],[],[],Single family,1919,05/16/2020,['Olney'],[],
502,2242 N 26th St,Philadelphia,PA,19132,40000,[],[],[],[],[],[],[],[],[],[],[],[],[],[],Land,[],05/16/2020,['Lower North'],[],
503,2823 Chatham St,Philadelphia,PA,19134,1235,990,[],2,[''],2,[],[],[],['electric'],[],[],[],[],[],[],[],[],['Richmond'],[],
504,1025 W Ontario St,Philadelphia,PA,19140,47000,1462,[],1,1,[],[],[],[],[],[],[],[],[],[],Single family,1940,05/15/2020,['Franklinville'],[],
